"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20240219","5호선","애오개","7307","7360","20240222",""
"20240219","5호선","공덕","15750","16586","20240222",""
"20240219","5호선","마포","16929","17182","20240222",""
"20240219","5호선","여의나루","11276","13034","20240222",""
"20240219","5호선","여의도","33185","34314","20240222",""
"20240219","5호선","신길","5141","5290","20240222",""
"20240219","5호선","영등포시장","11863","12014","20240222",""
"20240219","5호선","영등포구청","5018","5131","20240222",""
"20240219","5호선","양평","8593","8437","20240222",""
"20240219","5호선","오목교(목동운동장앞)","22598","23684","20240222",""
"20240219","5호선","목동","17365","18947","20240222",""
"20240219","5호선","신정(은행정)","14201","11890","20240222",""
"20240219","5호선","까치산","28970","28376","20240222",""
"20240219","5호선","화곡","30002","28253","20240222",""
"20240219","5호선","우장산","15164","14961","20240222",""
"20240219","5호선","발산","24588","25453","20240222",""
"20240219","5호선","마곡","13329","13315","20240222",""
"20240219","5호선","송정","6730","6299","20240222",""
"20240219","5호선","김포공항","9742","7468","20240222",""
"20240219","5호선","개화산","6483","6199","20240222",""
"20240219","5호선","방화","7119","6796","20240222",""
"20240219","4호선","남태령","1376","1144","20240222",""
"20240219","4호선","사당","25416","22457","20240222",""
"20240219","4호선","총신대입구(이수)","19429","20860","20240222",""
"20240219","4호선","동작(현충원)","1140","1312","20240222",""
"20240219","4호선","이촌(국립중앙박물관)","8121","9014","20240222",""
"20240219","4호선","신용산","19709","21142","20240222",""
"20240219","4호선","삼각지","5939","6563","20240222",""
"20240219","분당선","모란","22394","23097","20240222",""
"20240219","분당선","야탑","26456","27718","20240222",""
"20240219","분당선","서현","25538","25966","20240222",""
"20240219","분당선","수내","15188","15156","20240222",""
"20240219","분당선","정자","19769","20530","20240222",""
"20240219","분당선","미금","16113","16847","20240222",""
"20240219","분당선","오리","12281","10459","20240222",""
"20240219","분당선","수서","15453","16074","20240222",""
"20240219","4호선","숙대입구(갈월)","13536","13448","20240222",""
"20240219","4호선","서울역","13742","21881","20240222",""
"20240219","4호선","회현(남대문시장)","27047","27934","20240222",""
"20240219","4호선","명동","29878","31976","20240222",""
"20240219","4호선","충무로","31765","32441","20240222",""
"20240219","4호선","동대문역사문화공원(DDP)","18957","16901","20240222",""
"20240219","4호선","동대문","20950","21592","20240222",""
"20240219","4호선","혜화","33740","33744","20240222",""
"20240219","분당선","복정","1","0","20240222",""
"20240219","분당선","수원","7775","7143","20240222",""
"20240219","분당선","서울숲","12781","12911","20240222",""
"20240219","분당선","압구정로데오","19388","20518","20240222",""
"20240219","분당선","강남구청","10444","11805","20240222",""
"20240219","분당선","선정릉","8782","9037","20240222",""
"20240219","분당선","가천대","7004","7558","20240222",""
"20240219","분당선","태평","13686","13065","20240222",""
"20240219","4호선","한성대입구(삼선교)","13133","12628","20240222",""
"20240219","4호선","성신여대입구(돈암)","20751","20612","20240222",""
"20240219","4호선","길음","21162","20815","20240222",""
"20240219","4호선","미아사거리","26305","26234","20240222",""
"20240219","4호선","미아(서울사이버대학)","16200","15863","20240222",""
"20240219","4호선","수유(강북구청)","33970","34321","20240222",""
"20240219","4호선","쌍문","29949","28051","20240222",""
"20240219","4호선","창동","26255","27327","20240222",""
"20240219","4호선","노원","28923","32147","20240222",""
"20240219","4호선","상계","19391","18046","20240222",""
"20240219","4호선","당고개","9522","7926","20240222",""
"20240219","3호선","오금","7129","6276","20240222",""
"20240219","3호선","경찰병원","8344","8480","20240222",""
"20240219","3호선","가락시장","9415","9179","20240222",""
"20240219","3호선","수서","18797","19483","20240222",""
"20240219","3호선","일원","12222","12016","20240222",""
"20240219","3호선","대청","11533","11048","20240222",""
"20240219","3호선","학여울","1923","1938","20240222",""
"20240219","3호선","대치","13619","13465","20240222",""
"20240219","3호선","도곡","6436","6340","20240222",""
"20240219","3호선","매봉","13950","13540","20240222",""
"20240219","3호선","양재(서초구청)","40675","44299","20240222",""
"20240219","3호선","남부터미널(예술의전당)","31565","31734","20240222",""
"20240219","3호선","교대(법원.검찰청)","17979","10862","20240222",""
"20240219","3호선","고속터미널","47233","43834","20240222",""
"20240219","3호선","잠원","5238","4964","20240222",""
"20240219","3호선","신사","29695","30917","20240222",""
"20240219","3호선","압구정","33366","35927","20240222",""
"20240219","3호선","옥수","9139","9378","20240222",""
"20240219","3호선","금호","8594","8267","20240222",""
"20240219","3호선","약수","13298","12955","20240222",""
"20240219","3호선","동대입구","10515","11025","20240222",""
"20240219","3호선","충무로","11","0","20240222",""
"20240219","3호선","을지로3가","13144","13247","20240222",""
"20240219","3호선","종로3가","11640","12685","20240222",""
"20240219","3호선","안국","24494","24916","20240222",""
"20240219","3호선","경복궁(정부서울청사)","21885","21744","20240222",""
"20240219","3호선","독립문","6965","6908","20240222",""
"20240219","3호선","무악재","4575","4549","20240222",""
"20240219","3호선","홍제","18159","17394","20240222",""
"20240219","3호선","녹번","16116","14780","20240222",""
"20240219","3호선","불광","16363","17401","20240222",""
"20240219","3호선","연신내","34378","32801","20240222",""
"20240219","3호선","구파발","22272","21249","20240222",""
"20240219","3호선","지축","7323","7312","20240222",""
"20240219","2호선","용두(동대문구청)","2489","2567","20240222",""
"20240219","2호선","신정네거리","10726","11170","20240222",""
"20240219","2호선","양천구청","7173","7687","20240222",""
"20240219","2호선","도림천","1315","1419","20240222",""
"20240219","2호선","신설동","3516","3499","20240222",""
"20240219","2호선","신답","1765","2020","20240222",""
"20240219","2호선","용답","2789","2850","20240222",""
"20240219","2호선","충정로(경기대입구)","11308","11717","20240222",""
"20240219","2호선","아현","10665","10153","20240222",""
"20240219","2호선","이대","15659","17019","20240222",""
"20240219","2호선","신촌","37450","38024","20240222",""
"20240219","2호선","홍대입구","66361","70219","20240222",""
"20240219","2호선","합정","31663","33163","20240222",""
"20240219","2호선","당산","17978","21283","20240222",""
"20240219","2호선","영등포구청","24547","24736","20240222",""
"20240219","2호선","문래","25487","25642","20240222",""
"20240219","2호선","신도림","50677","49306","20240222",""
"20240219","2호선","대림(구로구청)","25376","25740","20240222",""
"20240219","2호선","구로디지털단지","61562","60741","20240222",""
"20240219","2호선","신대방","25724","25118","20240222",""
"20240219","2호선","신림","54959","53319","20240222",""
"20240219","2호선","봉천","24973","23669","20240222",""
"20240219","2호선","서울대입구(관악구청)","46263","46211","20240222",""
"20240219","2호선","낙성대(강감찬)","28203","27684","20240222",""
"20240219","2호선","사당","39807","43117","20240222",""
"20240219","2호선","방배","16332","16926","20240222",""
"20240219","2호선","서초","23701","23234","20240222",""
"20240219","2호선","교대(법원.검찰청)","34033","40499","20240222",""
"20240219","2호선","강남","89535","85688","20240222",""
"20240219","2호선","역삼","59014","66860","20240222",""
"20240219","2호선","삼성(무역센터)","56388","57423","20240222",""
"20240219","2호선","종합운동장","7216","7752","20240222",""
"20240219","2호선","잠실새내","24403","23754","20240222",""
"20240219","2호선","잠실(송파구청)","76778","76362","20240222",""
"20240219","2호선","잠실나루","16744","16369","20240222",""
"20240219","2호선","강변(동서울터미널)","32011","29650","20240222",""
"20240219","2호선","구의(광진구청)","26170","25878","20240222",""
"20240219","2호선","건대입구","35488","37125","20240222",""
"20240219","2호선","성수","45024","48420","20240222",""
"20240219","2호선","뚝섬","24866","26222","20240222",""
"20240219","2호선","한양대","7727","8791","20240222",""
"20240219","2호선","왕십리(성동구청)","15544","13647","20240222",""
"20240219","2호선","상왕십리","15129","14935","20240222",""
"20240219","2호선","신당","14733","15414","20240222",""
"20240219","2호선","동대문역사문화공원(DDP)","13637","15413","20240222",""
"20240219","2호선","을지로4가","15187","15410","20240222",""
"20240219","2호선","을지로3가","27165","26822","20240222",""
"20240219","2호선","을지로입구","51510","53130","20240222",""
"20240219","2호선","시청","28780","27622","20240222",""
"20240219","1호선","동묘앞","6710","6875","20240222",""
"20240219","1호선","청량리(서울시립대입구)","20603","20251","20240222",""
"20240219","1호선","제기동","15485","15517","20240222",""
"20240219","1호선","신설동","14310","14121","20240222",""
"20240219","1호선","동대문","10785","10749","20240222",""
"20240219","1호선","종로5가","25028","24368","20240222",""
"20240219","1호선","종로3가","24563","22747","20240222",""
"20240219","1호선","종각","42699","41776","20240222",""
"20240219","1호선","시청","26552","27040","20240222",""
"20240219","1호선","서울역","57721","54513","20240222",""
"20240219","경원선","창동","2","0","20240222",""
"20240219","일산선","원흥","11648","11021","20240222",""
"20240220","1호선","시청","29382","29372","20240223",""
"20240220","1호선","종각","45696","44157","20240223",""
"20240220","1호선","종로3가","26716","25409","20240223",""
"20240220","1호선","종로5가","27679","26627","20240223",""
"20240220","1호선","동대문","11837","11636","20240223",""
"20240220","1호선","신설동","14616","14516","20240223",""
"20240220","1호선","제기동","18567","18661","20240223",""
"20240220","1호선","청량리(서울시립대입구)","23259","23162","20240223",""
"20240220","1호선","동묘앞","8199","8491","20240223",""
"20240220","2호선","시청","31597","29787","20240223",""
"20240220","2호선","을지로입구","54295","56107","20240223",""
"20240220","2호선","을지로3가","28799","27884","20240223",""
"20240220","2호선","을지로4가","15940","15892","20240223",""
"20240220","2호선","동대문역사문화공원(DDP)","14515","16032","20240223",""
"20240220","2호선","신당","15584","16571","20240223",""
"20240220","2호선","상왕십리","15740","15532","20240223",""
"20240220","2호선","왕십리(성동구청)","16006","14720","20240223",""
"20240220","2호선","한양대","7876","8600","20240223",""
"20240220","2호선","뚝섬","26868","28451","20240223",""
"20240220","2호선","성수","48191","51320","20240223",""
"20240220","2호선","건대입구","36748","38672","20240223",""
"20240220","2호선","구의(광진구청)","27667","27149","20240223",""
"20240220","2호선","강변(동서울터미널)","32185","29763","20240223",""
"20240220","2호선","잠실나루","17457","17122","20240223",""
"20240220","2호선","잠실(송파구청)","85953","84575","20240223",""
"20240220","2호선","잠실새내","25497","24968","20240223",""
"20240220","2호선","종합운동장","7445","7804","20240223",""
"20240220","2호선","삼성(무역센터)","60214","61174","20240223",""
"20240220","2호선","선릉","67655","59159","20240223",""
"20240220","2호선","역삼","62454","70003","20240223",""
"20240220","2호선","강남","93705","89864","20240223",""
"20240220","2호선","교대(법원.검찰청)","35500","42357","20240223",""
"20240220","2호선","서초","25178","24636","20240223",""
"20240220","2호선","방배","19059","19595","20240223",""
"20240220","2호선","사당","42604","46077","20240223",""
"20240220","2호선","낙성대(강감찬)","28968","28344","20240223",""
"20240220","2호선","서울대입구(관악구청)","48835","48044","20240223",""
"20240220","2호선","봉천","26130","24978","20240223",""
"20240220","2호선","신림","57429","55657","20240223",""
"20240220","2호선","신대방","26890","26399","20240223",""
"20240220","2호선","구로디지털단지","64199","63559","20240223",""
"20240220","2호선","대림(구로구청)","25981","26540","20240223",""
"20240220","2호선","신도림","53575","51906","20240223",""
"20240220","2호선","문래","25947","26194","20240223",""
"20240220","2호선","영등포구청","25643","26025","20240223",""
"20240220","2호선","당산","19108","22482","20240223",""
"20240220","2호선","합정","34075","35687","20240223",""
"20240220","2호선","홍대입구","71219","74432","20240223",""
"20240220","2호선","신촌","40523","41512","20240223",""
"20240220","2호선","이대","16205","18207","20240223",""
"20240220","2호선","아현","11460","10791","20240223",""
"20240220","2호선","충정로(경기대입구)","11892","12616","20240223",""
"20240220","2호선","용답","2921","2925","20240223",""
"20240220","2호선","신답","1821","2052","20240223",""
"20240220","2호선","신설동","3716","3633","20240223",""
"20240220","2호선","도림천","1415","1519","20240223",""
"20240220","2호선","양천구청","7494","8074","20240223",""
"20240220","2호선","신정네거리","11344","11943","20240223",""
"20240220","2호선","용두(동대문구청)","2755","2803","20240223",""
"20240220","3호선","지축","7913","7817","20240223",""
"20240220","3호선","구파발","23611","22723","20240223",""
"20240220","3호선","연신내","36625","35153","20240223",""
"20240220","3호선","불광","17634","18685","20240223",""
"20240220","3호선","녹번","16752","15485","20240223",""
"20240220","3호선","홍제","19505","18877","20240223",""
"20240220","3호선","무악재","4868","4886","20240223",""
"20240220","3호선","독립문","7893","8136","20240223",""
"20240220","3호선","경복궁(정부서울청사)","23363","22771","20240223",""
"20240220","3호선","안국","27519","27771","20240223",""
"20240220","3호선","종로3가","12268","13483","20240223",""
"20240220","3호선","을지로3가","13810","13625","20240223",""
"20240220","3호선","충무로","4","0","20240223",""
"20240220","3호선","동대입구","9215","9837","20240223",""
"20240220","3호선","약수","14062","13532","20240223",""
"20240220","3호선","금호","8931","8430","20240223",""
"20240220","3호선","옥수","9475","9766","20240223",""
"20240220","3호선","압구정","35460","37999","20240223",""
"20240220","3호선","신사","31354","32349","20240223",""
"20240220","3호선","잠원","5604","5402","20240223",""
"20240220","3호선","고속터미널","49441","46199","20240223",""
"20240220","3호선","교대(법원.검찰청)","19002","11367","20240223",""
"20240220","3호선","남부터미널(예술의전당)","33357","34104","20240223",""
"20240220","3호선","양재(서초구청)","42713","46036","20240223",""
"20240220","3호선","매봉","14662","14046","20240223",""
"20240220","3호선","도곡","6424","6444","20240223",""
"20240220","3호선","대치","14337","14139","20240223",""
"20240220","3호선","학여울","2144","2173","20240223",""
"20240220","3호선","대청","11889","11348","20240223",""
"20240220","3호선","일원","12518","12228","20240223",""
"20240220","3호선","수서","19369","20090","20240223",""
"20240220","3호선","가락시장","9829","9754","20240223",""
"20240220","3호선","경찰병원","8609","8548","20240223",""
"20240220","3호선","오금","7302","6574","20240223",""
"20240220","4호선","당고개","10212","8815","20240223",""
"20240220","4호선","상계","21070","19619","20240223",""
"20240220","4호선","노원","30854","34181","20240223",""
"20240220","4호선","창동","28439","29798","20240223",""
"20240220","4호선","쌍문","31144","29233","20240223",""
"20240220","4호선","수유(강북구청)","35746","36055","20240223",""
"20240220","4호선","미아(서울사이버대학)","16946","16686","20240223",""
"20240220","4호선","미아사거리","28267","28610","20240223",""
"20240220","4호선","길음","22528","22349","20240223",""
"20240220","4호선","성신여대입구(돈암)","21874","21294","20240223",""
"20240220","4호선","한성대입구(삼선교)","13630","13358","20240223",""
"20240220","4호선","혜화","37288","37133","20240223",""
"20240220","4호선","동대문","22300","22883","20240223",""
"20240220","4호선","동대문역사문화공원(DDP)","19254","17180","20240223",""
"20240220","4호선","충무로","33391","33991","20240223",""
"20240220","4호선","명동","31649","33732","20240223",""
"20240220","4호선","회현(남대문시장)","30740","31156","20240223",""
"20240220","4호선","서울역","14409","22530","20240223",""
"20240220","4호선","숙대입구(갈월)","15268","14916","20240223",""
"20240220","4호선","삼각지","6578","7384","20240223",""
"20240220","4호선","신용산","21150","22392","20240223",""
"20240220","4호선","이촌(국립중앙박물관)","9088","9985","20240223",""
"20240220","4호선","동작(현충원)","1258","1362","20240223",""
"20240220","4호선","총신대입구(이수)","20582","22279","20240223",""
"20240220","4호선","사당","27851","24186","20240223",""
"20240220","4호선","남태령","1402","1276","20240223",""
"20240220","5호선","방화","7457","7213","20240223",""
"20240220","5호선","개화산","6595","6338","20240223",""
"20240220","5호선","김포공항","10611","8558","20240223",""
"20240220","5호선","송정","6832","6547","20240223",""
"20240220","5호선","마곡","14004","13776","20240223",""
"20240220","5호선","발산","25885","26086","20240223",""
"20240220","5호선","우장산","15854","15982","20240223",""
"20240220","5호선","화곡","31210","29685","20240223",""
"20240220","5호선","까치산","30533","29645","20240223",""
"20240220","5호선","신정(은행정)","14643","12267","20240223",""
"20240220","5호선","목동","18420","20010","20240223",""
"20240220","5호선","오목교(목동운동장앞)","23970","24818","20240223",""
"20240220","5호선","양평","9004","8917","20240223",""
"20240220","5호선","영등포구청","4982","5218","20240223",""
"20240220","5호선","영등포시장","12230","12684","20240223",""
"20240220","5호선","신길","5165","5512","20240223",""
"20240220","5호선","여의도","34814","34880","20240223",""
"20240220","5호선","여의나루","11481","13555","20240223",""
"20240220","5호선","마포","17473","17726","20240223",""
"20240220","5호선","공덕","16458","17395","20240223",""
"20240220","5호선","애오개","7752","7814","20240223",""
"20240220","5호선","충정로(경기대입구)","5451","5557","20240223",""
"20240220","5호선","서대문","23744","23787","20240223",""
"20240220","5호선","광화문(세종문화회관)","37784","38868","20240223",""
"20240220","5호선","종로3가","15017","14681","20240223",""
"20240220","5호선","을지로4가","7353","7394","20240223",""
"20240220","5호선","동대문역사문화공원(DDP)","3740","4250","20240223",""
"20240220","5호선","청구","4263","4092","20240223",""
"20240220","5호선","신금호","6903","7425","20240223",""
"20240220","5호선","행당","8972","8162","20240223",""
"20240220","5호선","왕십리(성동구청)","5082","5600","20240223",""
"20240220","5호선","마장","6308","5932","20240223",""
"20240220","5호선","답십리","17661","16207","20240223",""
"20240220","5호선","장한평","20950","20995","20240223",""
"20240220","5호선","군자(능동)","12320","13564","20240223",""
"20240220","5호선","아차산(어린이대공원후문)","15083","15181","20240223",""
"20240220","5호선","광나루(장신대)","14635","13607","20240223",""
"20240220","5호선","천호(풍납토성)","20435","19876","20240223",""
"20240220","5호선","강동","19985","19706","20240223",""
"20240220","5호선","길동","9028","9345","20240223",""
"20240220","5호선","굽은다리(강동구민회관앞)","10431","10123","20240223",""
"20240220","5호선","명일","10064","10300","20240223",""
"20240220","5호선","고덕","11692","11600","20240223",""
"20240220","5호선","상일동","16310","15657","20240223",""
"20240220","5호선","둔촌동","9664","9732","20240223",""
"20240220","5호선","올림픽공원(한국체대)","4802","4307","20240223",""
"20240220","5호선","방이","8378","8655","20240223",""
"20240220","5호선","오금","4084","4083","20240223",""
"20240220","5호선","개롱","7329","7516","20240223",""
"20240220","5호선","거여","11168","11104","20240223",""
"20240220","중앙선","지평","64","64","20240223",""
"20240220","중앙선","용문","2873","2916","20240223",""
"20240220","중앙선","원덕","317","308","20240223",""
"20240220","중앙선","양평","3203","3178","20240223",""
"20240220","중앙선","오빈","308","288","20240223",""
"20240220","중앙선","아신","562","581","20240223",""
"20240220","중앙선","국수","642","624","20240223",""
"20240220","중앙선","신원","160","127","20240223",""
"20240220","중앙선","양수","1764","1795","20240223",""
"20240220","중앙선","운길산","573","525","20240223",""
"20240220","중앙선","팔당","775","820","20240223",""
"20240220","중앙선","도심","2481","1894","20240223",""
"20240220","중앙선","덕소","5747","5667","20240223",""
"20240220","중앙선","양정","531","480","20240223",""
"20240220","중앙선","도농","11845","11112","20240223",""
"20240220","중앙선","구리","13742","14055","20240223",""
"20240220","중앙선","양원","3096","3052","20240223",""
"20240220","중앙선","망우","7774","7666","20240223",""
"20240220","중앙선","상봉","5966","6029","20240223",""
"20240220","중앙선","중랑","5735","5593","20240223",""
"20240220","중앙선","회기","25815","24714","20240223",""
"20240220","장항선","신창(순천향대)","1121","1108","20240223",""
"20240220","장항선","온양온천","4430","4565","20240223",""
"20240220","장항선","배방","1209","1097","20240223",""
"20240220","장항선","탕정","1550","1410","20240223",""
"20240220","장항선","아산","3622","3328","20240223",""
"20240220","장항선","쌍용(나사렛대)","2513","2292","20240223",""
"20240220","장항선","봉명","1415","1378","20240223",""
"20240220","일산선","대화","14251","10938","20240223",""
"20240220","일산선","주엽","10559","10646","20240223",""
"20240220","일산선","정발산","7478","7682","20240223",""
"20240220","일산선","마두","8744","9029","20240223",""
"20240220","일산선","백석","10837","10962","20240223",""
"20240220","일산선","대곡","2890","2178","20240223",""
"20240220","일산선","화정","18509","19132","20240223",""
"20240220","일산선","원당","11939","11415","20240223",""
"20240220","일산선","삼송","20771","20050","20240223",""
"20240220","일산선","지축","3","0","20240223",""
"20240220","일산선","원흥","12253","11678","20240223",""
"20240220","우이신설선","신설동","2491","2272","20240223",""
"20240220","우이신설선","보문","1655","1726","20240223",""
"20240220","우이신설선","성신여대입구(돈암)","3775","4133","20240223",""
"20240220","우이신설선","정릉","5021","4759","20240223",""
"20240220","우이신설선","북한산보국문","6524","6346","20240223",""
"20240220","우이신설선","솔샘","6466","6157","20240223",""
"20240220","우이신설선","삼양사거리","2763","2769","20240223",""
"20240220","우이신설선","삼양","2134","2291","20240223",""
"20240220","우이신설선","화계","3958","3754","20240223",""
"20240220","우이신설선","가오리","4504","4636","20240223",""
"20240220","우이신설선","4.19민주묘지","3163","3064","20240223",""
"20240220","우이신설선","솔밭공원","2870","2657","20240223",""
"20240220","우이신설선","북한산우이","2542","2221","20240223",""
"20240220","안산선","수리산","4275","3577","20240223",""
"20240220","안산선","오이도","8348","8049","20240223",""
"20240220","안산선","정왕","8341","8732","20240223",""
"20240220","안산선","신길온천","2000","1822","20240223",""
"20240220","안산선","안산","12100","11020","20240223",""
"20240220","안산선","초지","5490","5523","20240223",""
"20240220","안산선","고잔","9572","9004","20240223",""
"20240220","안산선","중앙","19406","19866","20240223",""
"20240220","안산선","한대앞","9221","9313","20240223",""
"20240220","안산선","상록수","15652","16251","20240223",""
"20240220","안산선","반월","4464","4279","20240223",""
"20240220","안산선","대야미","5215","4564","20240223",""
"20240220","안산선","산본","17813","18863","20240223",""
"20240220","신림선","관악산(서울대)","2470","2392","20240223",""
"20240220","신림선","서울대벤처타운","10182","9744","20240223",""
"20240220","신림선","서원","3750","3490","20240223",""
"20240220","신림선","신림","1974","2614","20240223",""
"20240220","신림선","당곡","5085","5239","20240223",""
"20240220","신림선","보라매병원","9346","9657","20240223",""
"20240220","신림선","보라매공원","2369","2554","20240223",""
"20240220","신림선","보라매","4421","4071","20240223",""
"20240220","신림선","서울지방병무청","3474","3817","20240223",""
"20240220","신림선","대방","3171","2706","20240223",""
"20240220","신림선","샛강","3318","3675","20240223",""
"20240220","수인선","인천","1108","1715","20240223",""
"20240220","수인선","신포","1726","1746","20240223",""
"20240220","수인선","숭의","4287","4016","20240223",""
"20240220","수인선","인하대","6173","5883","20240223",""
"20240220","수인선","송도","2510","2265","20240223",""
"20240220","수인선","연수","4788","4824","20240223",""
"20240220","수인선","원인재","4488","4587","20240223",""
"20240220","수인선","남동인더스파크","2545","2758","20240223",""
"20240220","수인선","호구포","4136","4381","20240223",""
"20240220","수인선","인천논현","5692","6018","20240223",""
"20240220","수인선","소래포구","4713","4291","20240223",""
"20240220","수인선","월곶","2718","2458","20240223",""
"20240220","수인선","달월","115","66","20240223",""
"20240220","수인선","사리","5420","4650","20240223",""
"20240220","수인선","야목","415","330","20240223",""
"20240220","수인선","어천","1224","1217","20240223",""
"20240220","수인선","오목천","4305","3811","20240223",""
"20240220","수인선","고색","5767","5394","20240223",""
"20240220","서해선","부천종합운동장","2725","2156","20240223",""
"20240220","서해선","원종","4788","4906","20240223",""
"20240220","서해선","김포공항","3373","4175","20240223",""
"20240220","분당선","매교","5354","5335","20240223",""
"20240220","분당선","수원시청","14682","15643","20240223",""
"20240220","분당선","매탄권선","5655","5619","20240223",""
"20240220","분당선","망포","17189","16336","20240223",""
"20240220","분당선","영통","9751","9313","20240223",""
"20240220","분당선","청명","5121","5040","20240223",""
"20240220","분당선","상갈","5987","5782","20240223",""
"20240220","분당선","기흥","11293","10378","20240223",""
"20240220","분당선","신갈","5353","5218","20240223",""
"20240220","분당선","구성","5659","5900","20240223",""
"20240220","분당선","죽전","14311","16390","20240223",""
"20240220","분당선","보정","3012","2779","20240223",""
"20240220","분당선","이매","5736","5847","20240223",""
"20240220","분당선","오리","12948","10967","20240223",""
"20240220","분당선","미금","16941","17690","20240223",""
"20240220","분당선","정자","20795","21678","20240223",""
"20240220","분당선","수내","16224","16290","20240223",""
"20240220","분당선","서현","26751","26983","20240223",""
"20240220","분당선","야탑","27832","29207","20240223",""
"20240220","분당선","모란","20779","20941","20240223",""
"20240220","분당선","태평","14043","13520","20240223",""
"20240220","분당선","가천대","7144","7764","20240223",""
"20240220","분당선","선정릉","9408","9603","20240223",""
"20240220","분당선","강남구청","11358","12781","20240223",""
"20240220","분당선","압구정로데오","22031","23298","20240223",""
"20240220","분당선","서울숲","13324","13500","20240223",""
"20240220","분당선","수원","8500","7496","20240223",""
"20240220","분당선","복정","8","0","20240223",""
"20240220","분당선","수서","15718","16131","20240223",""
"20240220","분당선","대모산입구","6554","6404","20240223",""
"20240220","분당선","개포동","5169","5358","20240223",""
"20240220","분당선","구룡","3645","3673","20240223",""
"20240220","분당선","도곡","8248","8076","20240223",""
"20240220","분당선","한티","18054","18740","20240223",""
"20240220","분당선","선릉","15749","24123","20240223",""
"20240220","과천선","범계","29581","29235","20240223",""
"20240220","과천선","평촌","20035","19636","20240223",""
"20240220","과천선","인덕원","27517","28355","20240223",""
"20240220","과천선","정부과천청사","12897","13648","20240223",""
"20240220","과천선","과천","7071","6796","20240223",""
"20240220","과천선","대공원","2637","2710","20240223",""
"20240220","과천선","경마공원","1692","1621","20240223",""
"20240220","과천선","선바위","8499","7533","20240223",""
"20240220","공항철도 1호선","영종","4281","4300","20240223",""
"20240220","공항철도 1호선","인천공항2터미널","6976","5995","20240223",""
"20240220","공항철도 1호선","인천공항1터미널","14218","13394","20240223",""
"20240220","공항철도 1호선","공항화물청사","2314","2558","20240223",""
"20240220","공항철도 1호선","운서","8943","9305","20240223",""
"20240220","공항철도 1호선","청라국제도시","8104","7575","20240223",""
"20240220","공항철도 1호선","검암","7198","7175","20240223",""
"20240220","공항철도 1호선","계양","14502","13912","20240223",""
"20240220","공항철도 1호선","김포공항","11768","6373","20240223",""
"20240220","공항철도 1호선","마곡나루(서울식물원)","12911","12185","20240223",""
"20240220","공항철도 1호선","디지털미디어시티","17071","16045","20240223",""
"20240220","공항철도 1호선","홍대입구","14356","14406","20240223",""
"20240220","공항철도 1호선","공덕","3070","4243","20240223",""
"20240220","공항철도 1호선","서울역","12672","11716","20240223",""
"20240220","경춘선","춘천","1213","1120","20240223",""
"20240220","경춘선","남춘천","2572","2546","20240223",""
"20240220","경춘선","김유정","386","360","20240223",""
"20240220","경춘선","강촌","322","283","20240223",""
"20240220","경춘선","백양리","404","287","20240223",""
"20240220","경춘선","굴봉산","101","96","20240223",""
"20240220","경춘선","가평","1974","2003","20240223",""
"20240220","경춘선","상천","235","200","20240223",""
"20240220","경춘선","청평","1785","1632","20240223",""
"20240220","경춘선","대성리","574","430","20240223",""
"20240220","경춘선","마석","3618","3582","20240223",""
"20240220","경춘선","천마산","1550","1427","20240223",""
"20240220","경춘선","평내호평","6329","6207","20240223",""
"20240220","경춘선","금곡","1507","1486","20240223",""
"20240220","경춘선","사릉","2153","2078","20240223",""
"20240220","경춘선","퇴계원","3817","3518","20240223",""
"20240220","경춘선","별내","3471","3250","20240223",""
"20240220","경춘선","갈매","3197","2823","20240223",""
"20240220","경춘선","신내","2712","2453","20240223",""
"20240220","경인선","도화","4429","4047","20240223",""
"20240220","경인선","중동","9833","9344","20240223",""
"20240220","경인선","온수(성공회대입구)","6313","6265","20240223",""
"20240220","경인선","도원","2701","2692","20240223",""
"20240220","경인선","간석","6069","5829","20240223",""
"20240220","경인선","부개","9205","8643","20240223",""
"20240220","경인선","소사","7868","8053","20240223",""
"20240220","경인선","구일","6490","6551","20240223",""
"20240220","경인선","인천","3412","2636","20240223",""
"20240220","경인선","동인천","14589","13629","20240223",""
"20240220","경인선","제물포","10746","10335","20240223",""
"20240220","경인선","주안","19049","17253","20240223",""
"20240220","경인선","동암","16363","16376","20240223",""
"20240220","경인선","백운","7624","7567","20240223",""
"20240220","경인선","부평","29775","31154","20240223",""
"20240220","경인선","송내","28593","27986","20240223",""
"20240220","경인선","부천","32521","32362","20240223",""
"20240220","경인선","역곡","27352","27671","20240223",""
"20240220","경인선","오류동","12312","11611","20240223",""
"20240220","경인선","개봉","22915","23092","20240223",""
"20240220","경의선","운천","3","2","20240223",""
"20240220","경의선","임진강","15","2","20240223",""
"20240220","경의선","문산","5263","5271","20240223",""
"20240220","경의선","파주","1044","798","20240223",""
"20240220","경의선","월롱","2095","1825","20240223",""
"20240220","경의선","금촌","6696","6541","20240223",""
"20240220","경의선","금릉","5669","5434","20240223",""
"20240220","경의선","운정","8136","7583","20240223",""
"20240220","경의선","야당","9258","9180","20240223",""
"20240220","경의선","탄현","8682","8307","20240223",""
"20240220","경의선","일산","11357","11285","20240223",""
"20240220","경의선","풍산","6702","6363","20240223",""
"20240220","경의선","백마","8240","7997","20240223",""
